1015,467,74,80.19,1
966,476,74,80.40,1
977,469,78,81.99,1
1009,461,81,83.19,1
987,463,76,80.64,1
999,454,79,81.60,1
1020,468,77,81.80,1
990,462,76,80.60,1
958,488,74,81.20,1
997,463,75,80.23,1
987,466,74,79.86,1
954,469,74,79.78,1
1001,467,80,83.06,1
987,459,77,80.85,1
1009,451,77,80.47,1
968,478,74,80.56,1
1021,469,79,82.89,1
977,454,76,79.90,1
1011,477,79,83.38,1
996,461,78,81.58,1
993,445,77,79.89,1
998,488,74,81.56,1
967,481,74,80.77,1
989,487,76,82.40,1
1010,467,76,81.14,1
952,454,77,80.17,1
998,459,79,81.95,1
979,454,83,83.41,1
999,494,73,81.50,1
1019,467,78,82.22,1
967,461,76,80.31,1
1024,445,77,80.17,1
999,497,79,84.72,1
876,453,67,74.40,0
909,421,69,73.38,0
943,435,71,75.70,0
867,465,66,74.70,0
965,454,73,78.29,0
932,422,68,73.16,0
883,409,75,75.27,0
765,445,68,73.31,0
921,451,62,72.17,0
910,428,64,71.40,0
865,399,69,71.38,0
761,408,72,72.59,0
843,382,63,66.94,0
923,366,64,67.00,0
972,387,61,67.48,0
865,435,69,74.00,0
933,413,66,71.51,0
961,452,68,75.60,0
873,429,71,74.63,0
936,481,67,76.99,0
929,490,62,75.08,0
956,461,69,76.71,0
872,423,61,69.19,0
899,420,67,72.21,0
935,381,77,74.70,0
799,432,66,71.68,0
963,453,62,72.70,0
867,421,68,72.50,0
956,467,72,78.65,0
875,451,65,73.25,0
912,404,69,72.17,0
927,381,71,71.63,0
843,402,66,69.90,0
904,461,69,76.24,0
841,423,61,68.90,0
732,389,55,62.44,0
690,359,53,58.88,0
792,399,63,67.71,0
882,402,67,70.75,0
923,431,61,70.23,0
885,440,65,72.54,0
860,401,62,67.98,0
905,452,67,74.60,0
789,430,74,75.44,0
905,438,72,76.08,0
779,442,66,72.22,0
946,376,76,73.94,0
943,439,71,76.00,0
912,385,66,69.29,0
894,404,72,73.50,0
